consent,clif_harm_e_01_1,clif_harm_e_01_2,clif_harm_e_02_1,clif_harm_e_02_2,clif_harm_e_03_1,clif_harm_e_03_2,clif_harm_e_04_1,clif_harm_e_04_2,clif_harm_e_05_1,clif_harm_e_05_2,clif_harm_e_06_1,clif_harm_e_06_2,clif_harm_e_07_1,clif_harm_e_07_2,clif_harm_e_08_1,clif_harm_e_08_2,clif_harm_e_09_1,clif_harm_e_09_2,clif_harm_e_10_1,clif_harm_e_10_2,clif_harm_e_11_1,clif_harm_e_11_2,clif_harm_e_12_1,clif_harm_e_12_2,clif_harm_e_13_1,clif_harm_e_13_2,clif_harm_e_14_1,clif_harm_e_14_2,clif_harm_e_15_1,clif_harm_e_15_2,clif_harm_e_16_1,clif_harm_e_16_2,clif_harm_ph_01_1,clif_harm_ph_01_2,clif_harm_ph_02_1,clif_harm_ph_02_2,clif_harm_ph_03_1,clif_harm_ph_03_2,cliff_fair_01_1,cliff_fair_01_2,clif_fair_02_1,clif_fair_02_2,clif_fair_03_1,clif_fair_03_2,clif_fair_04_1,clif_fair_04_2,clif_fair_05_1,clif_fair_05_2,clif_fair_06_1,clif_fair_06_2,clif_fair_07_1,clif_fair_07_2,clif_fair_08_1,clif_fair_08_2,clif_fair_09_1,clif_fair_09_2,clif_fair_10_1,clif_fair_10_2,clif_fair_11_1,clif_fair_11_2,clif_fair_12_1,clif_fair_12_2,clif_pure_1_1,clif_pure_1_2,clif_pure_02_1,clif_pure_02_2,clif_pure_03_1,clif_pure_03_2,clif_pure_04_1,clif_pure_04_2,clif_pure_05_1,clif_pure_05_2,clif_pure_06_1,clif_pure_06_2,clif_pure_07_1,clif_pure_07_2,clif_pure_08_1,clif_pure_08_2,clif_pure_09_1,clif_pure_09_2,clif_pure_10_1,clif_pure_10_2,emt_14_1,emt_14_2,emt_15_1,emt_15_2,emt_12_1,emt_12_2,emt_13_1,emt_13_2,emt_11_1,emt_11_2,emt_10_1,emt_10_2,emt_09_1,emt_09_2,emt_08_1,emt_08_2,emt_07_1,emt_07_2,emt_06_1,emt_06_2,emt_05_1,emt_05_2,emt_04_1,emt_04_2,emt_03_1,emt_03_2,emt_02_1,emt_02_2,emt_01_1,emt_01_2,graham_pure_05_1,graham_pure_05_2,graham_pure_04_1,graham_pure_04_2,graham_pure_03_1,graham_pure_03_2,graham_pure_02_1,graham_pure_02_2,graham_pure_01_1,graham_pure_01_2,graham_fair_05_1,graham_fair_05_2,graham_fair_04_1,graham_fair_04_2,graham_fair_03_1,graham_fair_03_2,graham_fair_02_1,graham_fair_02_2,graham_fair_01_1,graham_fair_01_2,graham_harm_05_1,graham_harm_05_2,graham_harm_04_1,graham_harm_04_2,graham_harm_03_1,graham_harm_03_2,graham_harm_02_1,graham_harm_02_2,graham_harm_01_1,graham_harm_01_2,age,gender,hispanic,race,lib_con_1,lib_con_2,lib_con_3,pol_party,Debrief,likely_dups,total_na,clif_harm_wrong_mean,clif_fair_wrong_mean,clif_pure_wrong_mean,graham_harm_wrong_mean,graham_pure_wrong_mean,graham_fair_wrong_mean,clif_wrong_mean,graham_wrong_mean,emt_wrong_mean,clif_harm_likely_mean,clif_fair_likely_mean,clif_pure_likely_mean,graham_harm_likely_mean,graham_pure_likely_mean,graham_fair_likely_mean,clif_likely_mean,graham_likely_mean,emt_likely_mean
I understand and agree to continue,5,0,5,2,5,0,5,1,4,2,5,0,5,1,5,2,4,1,5,3,5,3,4,1,5,2,5,2,5,3,5,1,5,0,5,0,5,0,5,2,5,2,3,2,5,1,4,2,5,3,4,2,5,2,5,2,4,4,5,1,5,1,5,0,4,0,5,1,5,1,5,0,5,0,5,0,5,1,5,1,5,0,2,4,5,1,5,2,3,2,5,3,4,2,3,3,4,3,NA,2,NA,1,4,5,5,0,5,3,5,3,5,0,5,0,0,4,3,1,5,0,5,0,5,1,5,2,5,1,5,0,5,1,5,0,2,2,5,1,5,1,5,2,19,Female,Yes,Other,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,7,4.842105263,4.545454545,4.9,4.4,3.6,5,4.780487805,4.333333333,4.230769231,1.263157895,2,0.4,1.2,1,1,1.268292683,1.066666667,2.266666667
I understand and agree to continue,3,1,3,1,4,0,5,1,5,0,3,1,5,0,3,2,3,2,2,4,5,1,3,0,4,0,3,2,4,1,4,0,3,1,4,0,5,1,3,1,3,0,3,0,3,2,2,1,3,2,5,0,5,0,3,2,3,1,5,1,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,3,2,3,3,3,0,3,0,3,0,2,0,3,2,5,1,3,1,3,0,2,0,5,0,3,2,3,1,5,0,5,0,2,0,5,0,5,0,4,0,5,0,4,1,3,0,4,0,4,2,5,0,3,1,5,0,5,0,5,0,18,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,9,3.736842105,3.636363636,5,4.6,4.2,4,4,4.266666667,3.266666667,0.947368421,0.818181818,0,0.2,0,0.6,0.682926829,0.266666667,0.8
I understand and agree to continue,3,1,1,2,4,4,5,0,3,0,1,3,3,0,4,2,0,3,0,5,3,NA,0,0,3,1,0,0,5,5,1,0,5,1,3,2,1,0,3,1,4,2,2,0,5,5,3,3,4,5,3,2,2,0,2,2,4,0,5,0,5,5,5,0,5,1,5,0,5,0,5,0,5,0,5,0,5,2,5,2,5,3,1,4,0,0,1,0,1,2,0,4,0,0,0,NA,1,4,0,3,0,0,2,5,5,3,1,0,4,2,5,0,5,0,0,0,5,5,5,0,2,0,5,0,5,5,0,0,5,0,4,4,5,0,0,0,4,3,1,0,5,2,17,Female,Yes,White or Caucasian,6,6,6,Republican,Continue,NA,8,2.368421053,3.545454545,5,3,3.4,3.8,3.341463415,3.4,1.4,1.611111111,2.181818182,0.8,1,1,1.8,1.55,1.266666667,1.928571429
I understand and agree to continue,3,2,3,1,3,2,4,2,4,1,3,2,4,1,3,1,2,2,1,3,2,2,2,1,1,2,2,1,2,3,4,2,5,1,4,1,3,1,4,1,3,1,2,1,5,0,4,0,3,1,3,1,4,2,3,1,4,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,3,0,4,1,5,0,5,0,5,0,2,1,2,3,2,3,3,1,2,1,3,2,3,3,1,3,2,1,2,3,2,0,4,1,0,5,4,0,3,0,3,0,3,0,2,0,1,0,4,0,4,0,5,0,1,2,4,0,4,1,5,1,0,5,3,2,4,0,5,0,19,Male,No,"White or Caucasian,American Indian/Native American or Alaska Native",5,5,"Very conservative
7",Republican,Continue,NA,9,2.894736842,3.545454545,4.7,3.4,2.6,3.6,3.536585366,3.2,2.333333333,1.631578947,0.636363636,0.1,1.6,0,0.6,0.975609756,0.733333333,1.8
I understand and agree to continue,5,3,1,1,2,2,3,4,1,2,3,1,5,3,2,4,2,0,1,5,3,2,1,3,0,4,5,2,3,1,4,0,4,0,2,3,0,4,2,4,3,1,0,4,1,5,3,2,3,2,4,0,5,5,3,4,4,1,5,0,5,2,NA,NA,4,2,4,0,4,0,2,0,5,0,0,5,3,1,5,1,3,0,2,5,3,5,1,2,2,3,2,2,1,3,2,5,2,5,3,4,3,2,2,4,4,1,3,5,2,4,5,4,1,0,0,1,0,0,0,4,0,0,5,0,5,5,2,2,4,0,4,4,3,0,1,2,2,1,5,3,4,2,19,Male,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,11,2.473684211,3.272727273,3.333333333,3,0.2,4,2.875,2.4,2.466666667,2.315789474,2.363636364,1,1.6,1,2.2,2.075,1.6,3.6
I understand and agree to continue,4,0,2,0,5,3,3,0,5,2,5,1,5,0,4,0,4,1,3,1,2,1,3,2,4,3,1,1,3,0,5,1,3,0,5,1,3,3,4,4,3,0,2,0,3,2,1,2,3,3,4,0,3,1,3,1,3,0,3,0,5,2,5,0,5,1,5,1,5,0,5,0,2,0,5,0,5,2,5,1,4,1,2,3,2,5,3,1,3,4,3,3,2,4,2,1,3,4,1,4,2,1,2,4,5,2,1,3,4,4,5,2,4,0,2,0,2,0,5,0,4,0,5,3,5,4,3,2,4,0,2,0,5,0,2,4,5,2,4,2,5,0,NA,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,8,3.631578947,3,4.6,4.2,3.4,3.8,3.707317073,3.8,2.666666667,1.052631579,1,0.6,1.6,0,1.8,1,1.133333333,3
I understand and agree to continue,4,2,3,2,3,3,4,3,3,3,1,3,4,3,3,2,2,2,2,3,3,3,3,2,2,3,2,3,3,2,3,3,4,2,1,1,1,1,3,3,4,3,3,3,2,3,4,3,3,3,5,3,4,3,4,1,4,3,4,3,5,4,3,2,3,1,5,4,5,1,4,2,3,1,5,0,3,2,4,2,4,1,2,3,3,4,3,3,4,3,3,1,4,3,4,4,3,3,4,3,3,2,3,5,4,3,4,4,4,3,4,3,3,1,0,2,2,2,5,1,3,2,4,5,4,4,3,3,4,3,3,2,3,2,1,3,3,3,4,3,2,3,18,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,9,2.684210526,3.818181818,3.9,2.6,2.6,3.6,3.292682927,2.933333333,3.466666667,2.421052632,2.909090909,1.6,2.8,1.6,3.4,2.365853659,2.6,3.133333333
I understand and agree to continue,5,2,5,3,5,0,5,2,5,2,5,0,4,2,5,0,3,2,1,0,5,2,3,2,5,1,1,3,5,2,5,2,5,0,4,0,1,0,5,1,5,1,2,0,3,3,2,3,5,2,5,0,4,0,5,2,4,2,5,1,5,1,5,0,3,0,5,1,4,0,4,0,5,0,5,0,5,0,2,0,5,0,3,4,5,4,3,1,5,0,4,2,5,2,5,4,5,4,NA,4,NA,1,5,4,5,0,3,4,5,1,5,2,5,0,1,3,4,0,4,1,2,0,5,1,5,1,3,1,5,1,2,0,4,0,4,3,5,3,5,2,5,1,19,Female,No,White or Caucasian,"Very liberal
1",4,2,Democratic,Continue,NA,9,4.052631579,4.090909091,4.3,4.6,3.2,4,4.146341463,3.933333333,4.461538462,1.315789474,1.363636364,0.1,1.8,0.8,0.8,1.024390244,1.133333333,2.466666667
I understand and agree to continue,5,3,3,3,4,3,4,3,4,3,3,3,5,2,4,3,4,2,3,3,4,2,4,3,3,3,3,4,4,4,4,3,4,2,4,2,5,3,4,4,4,3,4,2,4,3,3,3,5,3,4,3,4,2,4,3,4,3,5,3,5,3,4,0,5,4,5,2,5,1,5,2,4,1,5,1,4,1,5,1,5,1,3,3,2,3,3,3,3,3,3,5,3,4,3,3,3,4,2,4,3,2,4,4,5,4,3,4,4,4,5,2,3,3,2,1,3,1,4,1,4,0,5,2,5,1,3,3,5,1,4,3,4,1,1,2,4,3,5,3,5,3,18,Female,No,White or Caucasian,4,5,5,Independent,Continue,NA,9,3.894736842,4.181818182,4.7,3.8,3.2,4.4,4.170731707,3.8,3.266666667,2.842105263,2.818181818,1.4,2.4,1.2,2,2.512195122,1.866666667,3.466666667
I understand and agree to continue,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,0,5,1,3,1,1,0,5,2,1,1,1,3,3,2,1,1,1,2,1,1,1,2,1,1,0,1,1,2,1,1,1,1,1,5,1,1,1,1,1,2,1,1,0,2,1,5,2,5,5,5,1,5,1,5,1,2,1,NA,NA,3,1,3,1,5,5,1,1,1,1,1,0,1,1,1,2,1,1,1,3,1,3,0,2,1,1,1,3,5,4,1,1,2,3,1,2,1,0,1,1,2,1,0,2,5,1,3,1,5,1,2,1,1,1,0,2,2,1,0,0,3,3,1,1,1,1,18,Female,No,White or Caucasian,4,"Very conservative
7",5,Republican,Continue,NA,11,1.315789474,1.636363636,4.222222222,1.4,1.8,2.2,2.075,1.8,1.266666667,1.684210526,0.818181818,2,1.2,1,1.2,1.5,1.133333333,1.866666667
I understand and agree to continue,1,2,2,2,2,2,1,1,1,0,1,1,2,1,2,1,0,2,0,2,1,1,0,2,0,2,0,2,1,2,2,2,2,2,1,2,2,1,4,3,4,1,0,1,3,2,2,1,3,2,3,1,4,2,1,2,4,2,4,2,4,1,4,0,3,1,4,1,3,0,4,1,3,0,3,0,0,1,3,1,4,0,0,2,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,1,0,1,2,2,4,4,1,1,4,3,2,2,0,0,0,1,0,0,0,1,3,0,1,1,4,4,0,3,3,2,3,3,2,1,0,0,1,1,1,1,3,2,18,Female,No,White or Caucasian,5,5,5,Republican,Continue,NA,9,1.105263158,2.909090909,3.1,1.4,0.6,2.2,2.146341463,1.4,1.466666667,1.578947368,1.545454545,0.5,1,0.4,2.6,1.341463415,1.333333333,1.666666667
I understand and agree to continue,4,1,3,1,4,0,4,1,4,0,4,1,4,1,4,0,3,2,3,0,4,NA,2,1,3,1,3,1,3,0,4,0,4,1,4,0,4,0,4,1,4,0,3,0,3,1,3,1,4,1,3,0,4,0,2,1,4,0,4,1,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,4,0,5,0,5,0,3,2,3,3,3,1,2,2,2,3,2,1,3,3,3,2,2,1,3,1,3,4,5,0,3,4,4,1,3,2,5,0,3,0,5,0,4,0,4,1,5,0,5,0,3,0,5,0,5,1,5,0,1,2,4,0,3,0,4,0,21,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,7,3.578947368,3.454545455,4.8,3.4,4.2,4.6,3.853658537,4.066666667,2.933333333,0.611111111,0.454545455,0,0.4,0.2,0.2,0.425,0.266666667,2
I understand and agree to continue,2,1,2,3,2,4,3,2,2,2,2,1,3,1,2,2,1,2,1,4,2,3,2,3,3,2,2,3,1,2,3,2,3,1,4,1,3,3,1,4,2,1,2,2,0,5,2,3,3,3,5,2,2,4,2,3,2,3,2,3,4,0,4,0,3,1,5,0,5,0,3,1,3,0,3,0,5,1,3,1,3,0,1,5,3,3,2,3,2,3,1,5,0,5,1,5,2,3,0,NA,1,1,1,5,3,1,1,5,2,4,4,3,0,1,0,5,0,0,1,0,5,0,5,2,4,0,3,4,5,1,2,2,5,0,0,5,2,3,3,0,4,1,21,Female,No,White or Caucasian,"Very liberal
1",3,2,Democratic,Continue,NA,7,2.263157895,2.363636364,3.7,2.8,1.2,3.8,2.609756098,2.6,1.6,2.210526316,2.636363636,0.4,1.8,1.2,1.8,1.926829268,1.6,3.642857143
I understand and agree to continue,2,1,2,2,3,2,0,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,0,2,1,1,1,3,2,2,2,0,3,1,4,0,2,2,3,2,2,0,2,3,0,2,1,1,1,2,0,1,2,3,1,2,2,3,2,1,5,0,3,0,3,0,5,1,3,0,4,0,1,0,3,0,3,1,4,1,4,0,0,3,0,1,0,0,1,1,0,2,1,3,0,2,0,2,1,1,0,1,2,5,4,0,1,1,3,3,4,0,3,0,0,1,1,0,1,0,3,0,3,0,3,0,0,1,3,0,2,3,3,0,0,4,5,4,2,0,2,0,21,Female,Yes,Other,4,4,4,Other (please explain),Continue,NA,8,1.736842105,1.636363636,3.3,2.4,1.6,2.2,2.12195122,2.066666667,1.133333333,1.368421053,1.636363636,0.3,1.6,0.2,0.8,1.195121951,0.866666667,1.666666667
I understand and agree to continue,3,0,1,4,2,3,3,4,2,2,3,0,3,0,2,0,0,3,3,0,3,1,2,2,0,5,1,2,2,2,5,0,3,5,5,0,5,0,0,3,0,3,0,3,0,3,2,3,3,4,3,0,0,5,3,5,0,4,4,3,4,5,5,0,4,2,5,0,5,0,4,4,4,0,3,0,5,0,5,0,5,0,5,4,3,5,2,3,2,5,2,3,0,5,2,4,2,5,3,2,2,NA,0,5,5,3,2,5,0,5,2,3,5,0,0,3,5,1,0,0,5,0,5,0,5,1,2,3,4,0,0,4,3,0,0,2,2,2,0,1,3,0,21,Male,No,White or Caucasian,5,4,3,Republican,Continue,NA,9,2.526315789,1.727272727,4.5,1.6,3,3.2,2.731707317,2.6,2.133333333,1.736842105,3.454545455,0.6,1,0.8,1.6,1.951219512,1.133333333,4.071428571
I understand and agree to continue,3,0,3,0,3,1,3,0,3,0,2,2,4,0,2,2,3,2,1,2,3,NA,2,2,2,1,2,1,2,2,3,0,2,0,2,1,0,3,3,0,3,0,2,0,1,0,1,0,3,0,1,0,3,0,1,1,2,0,2,0,4,0,5,0,4,0,5,0,5,0,3,0,3,0,5,0,1,0,3,0,4,0,1,1,3,3,2,3,2,3,2,0,2,1,0,4,1,1,2,2,2,2,2,3,3,0,2,0,3,3,3,0,4,0,0,0,2,0,5,0,4,0,3,0,5,0,2,0,4,0,2,1,4,0,0,3,3,2,3,0,3,0,21,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,7,2.368421053,2.090909091,3.8,2.6,3,3.2,2.658536585,2.933333333,2,1.055555556,0.090909091,0,1,0,0.2,0.5,0.4,1.733333333
I understand and agree to continue,5,4,5,5,5,3,5,5,5,4,5,5,5,1,5,3,5,5,4,5,5,2,4,5,5,4,5,3,5,5,5,3,5,1,5,0,5,2,5,4,5,0,5,5,4,4,5,5,5,5,5,4,5,5,4,3,5,5,5,3,5,3,5,0,5,5,5,1,5,2,5,5,5,0,5,0,5,3,5,2,5,4,5,5,5,2,4,1,5,2,5,5,4,3,4,3,5,5,NA,3,NA,3,2,5,5,5,4,5,5,5,5,3,5,0,0,5,5,0,5,1,4,1,5,5,5,3,5,5,5,2,5,5,5,2,2,4,5,3,5,5,5,5,20,Female,No,White or Caucasian,2,2,2,Independent,Continue,NA,7,4.894736842,4.818181818,5,4.4,3.8,5,4.902439024,4.4,4.461538462,3.421052632,3.818181818,2.2,3.8,1.4,4,3.243902439,3.066666667,3.666666667
I understand and agree to continue,4,1,2,2,3,3,2,0,4,0,1,1,3,1,3,1,3,2,3,2,1,1,1,0,3,1,2,1,3,3,3,3,3,2,2,0,4,1,2,2,3,1,3,2,1,0,1,1,3,0,3,1,3,2,1,2,1,1,2,2,4,2,5,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,1,2,3,3,3,1,3,1,2,1,1,2,2,2,1,2,1,2,1,3,1,4,5,2,5,0,4,3,3,1,5,0,4,2,2,0,5,0,3,0,4,1,4,0,2,1,3,0,2,1,3,3,0,0,3,1,4,1,3,1,21,Female,Yes,White or Caucasian,5,5,5,Republican,Continue,NA,7,2.631578947,2.272727273,4.8,2.6,3.8,3,3.048780488,3.133333333,2.4,1.315789474,1.272727273,0,1.2,0.4,0.6,1,0.733333333,1.933333333
I understand and agree to continue,3,2,1,3,2,4,2,2,0,3,3,2,4,1,3,1,0,4,3,2,3,2,2,5,2,3,0,3,0,5,4,1,1,4,4,3,3,4,3,4,2,1,0,2,3,1,2,1,3,2,2,3,2,3,1,2,1,2,4,3,4,1,4,0,4,1,5,2,4,0,4,1,4,0,1,1,2,2,4,3,3,0,2,4,1,5,1,3,1,3,2,4,1,3,2,4,2,5,1,NA,3,2,3,5,4,1,2,5,2,5,3,3,1,0,0,3,1,1,1,1,1,1,1,3,3,5,0,2,3,1,2,1,3,1,1,5,4,5,5,2,3,1,19,Female,No,White or Caucasian,6,4,3,Republican,Continue,NA,7,2.105263158,2.181818182,3.5,3.2,0.8,1.8,2.487804878,1.933333333,2,2.842105263,1.909090909,1,2.8,1.2,2.4,2.170731707,2.133333333,3.714285714
I understand and agree to continue,4,0,2,0,4,0,2,0,3,0,1,0,3,0,1,0,3,0,0,0,2,NA,0,0,3,0,1,0,3,0,4,0,2,0,2,0,2,0,0,0,1,0,0,2,0,1,2,0,1,0,3,0,1,0,0,2,1,2,4,0,3,0,5,0,5,0,4,0,5,0,0,0,5,0,5,0,5,0,4,0,3,0,3,1,0,0,0,1,3,0,1,0,0,0,1,0,3,0,1,0,3,0,1,2,3,0,4,0,3,0,3,0,4,0,2,0,0,1,5,0,0,0,2,0,4,0,3,1,4,0,2,0,4,0,1,0,3,0,4,0,5,0,22,Female,No,White or Caucasian,"Very liberal
1","Very liberal
1","Very liberal
1",Democratic,Continue,NA,7,2.210526316,1.454545455,4.1,3.4,2.2,3,2.414634146,2.866666667,1.933333333,0,0.636363636,0,0,0.2,0.2,0.175,0.133333333,0.266666667
I understand and agree to continue,3,0,3,0,1,0,3,0,1,0,2,0,1,1,2,0,3,0,5,0,NA,NA,1,1,3,0,3,0,1,1,4,4,0,0,2,0,2,0,4,0,5,5,0,0,3,0,3,0,3,0,4,4,1,0,3,0,2,1,3,0,2,2,0,0,3,0,3,0,2,1,2,0,0,0,2,0,3,1,1,0,2,0,4,0,3,0,4,0,1,0,0,2,3,0,2,1,2,0,1,1,2,0,2,0,2,0,3,0,0,0,4,1,4,0,3,0,3,0,2,1,3,0,NA,NA,0,1,2,2,0,0,1,0,3,0,3,3,4,1,1,0,4,0,22,Female,No,White or Caucasian,"Very liberal
1","Very liberal
1","Very liberal
1",Democratic,Continue,NA,11,2.222222222,2.636363636,1.8,3,3,0.75,2.275,2.357142857,2.2,0.388888889,1.090909091,0.2,0.8,0.2,0.75,0.525,0.571428571,0.333333333
I understand and agree to continue,1,3,0,2,1,2,0,3,1,2,1,2,1,1,0,3,1,2,1,3,1,2,1,2,0,2,0,3,1,1,1,1,2,1,1,0,0,2,1,5,4,2,0,2,3,1,2,1,3,1,4,2,3,2,0,2,2,3,2,2,3,4,4,0,3,0,2,1,3,0,2,0,4,0,4,0,4,1,4,1,0,3,0,5,0,5,0,2,0,4,1,4,0,5,0,3,0,4,0,3,2,1,0,4,1,1,0,4,2,4,4,1,1,1,1,0,5,1,4,0,0,0,3,2,5,3,0,3,3,1,2,1,4,0,0,5,0,2,3,1,4,1,19,Male,No,White or Caucasian,6,"Very conservative
7","Very conservative
7",Republican,Continue,NA,9,0.736842105,2.363636364,3,2.2,2.2,2.6,1.731707317,2.333333333,0.666666667,1.947368421,2,0.6,1.8,0.4,2,1.707317073,1.4,3.333333333
I understand and agree to continue,4,2,1,2,3,2,3,3,4,1,3,2,4,1,4,5,2,3,4,3,3,3,3,2,3,1,2,2,3,2,5,2,3,1,2,1,2,2,2,2,3,1,3,2,2,2,2,3,3,4,4,2,2,2,2,2,2,1,3,3,4,3,3,1,2,1,4,1,4,0,3,2,4,1,0,0,3,2,3,1,4,2,3,4,3,5,2,3,2,2,2,4,3,3,3,3,5,3,1,1,2,1,2,2,4,1,4,2,2,2,4,1,3,2,0,1,2,1,3,1,4,0,4,2,4,3,3,2,5,3,3,2,3,1,3,2,3,1,5,1,4,1,21,Male,Yes,White or Caucasian,3,5,5,Independent,Continue,NA,9,3.052631579,2.727272727,3,3.6,2.4,3.8,2.926829268,3.266666667,2.8,2.105263158,2.272727273,1.1,1.2,1,2.4,1.902439024,1.533333333,2.466666667
I understand and agree to continue,5,3,2,3,5,4,5,3,5,5,5,3,4,3,5,5,5,5,2,4,5,5,3,1,5,4,2,4,3,5,5,5,5,2,5,3,5,5,5,3,3,2,4,3,4,5,4,2,3,3,5,2,4,3,2,2,2,2,5,5,4,5,5,0,5,4,5,3,5,0,2,2,5,0,5,0,5,0,5,2,5,4,3,5,2,4,3,3,4,3,3,3,2,4,4,5,4,5,4,4,2,2,1,5,5,5,5,5,4,3,5,4,5,0,3,0,0,0,2,0,1,0,5,4,5,0,4,3,5,2,3,3,5,2,1,5,5,5,5,4,4,4,18,Female,No,White or Caucasian,"Very liberal
1",3,3,Democratic,Continue,NA,7,4.263157895,3.636363636,4.7,4,2.2,4.4,4.219512195,3.533333333,3.4,3.789473684,3.090909091,1.5,4,0,2.4,3.024390244,2.133333333,4
I understand and agree to continue,4,2,3,1,3,2,3,2,3,1,4,2,4,1,3,2,3,1,2,3,1,3,3,1,4,2,0,1,2,2,4,2,3,1,2,1,1,1,4,3,4,1,3,1,2,4,4,5,4,2,4,1,5,2,3,4,4,4,4,3,4,2,5,0,3,0,5,1,5,0,5,0,5,0,4,0,4,0,5,1,5,1,3,5,1,4,3,2,4,2,3,2,3,3,4,2,3,1,3,2,3,0,3,3,5,2,3,5,4,2,4,2,1,0,0,0,0,0,3,1,5,0,5,1,5,5,2,2,4,1,4,3,4,1,2,4,4,2,2,1,4,2,22,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,7,2.736842105,3.727272727,4.6,3.2,1.8,4,3.487804878,3,3.266666667,1.631578947,2.636363636,0.3,2,0.2,2.4,1.609756098,1.533333333,2.466666667
I understand and agree to continue,5,0,4,2,5,1,5,2,5,2,5,1,5,0,5,1,5,4,3,4,3,3,5,1,5,2,3,3,5,0,4,1,5,1,5,0,5,2,5,3,5,1,2,1,2,4,4,3,4,3,5,1,4,3,3,2,4,2,5,3,5,0,5,1,5,4,5,2,5,0,5,0,4,0,5,0,5,0,4,0,5,0,2,5,2,4,4,4,4,4,4,1,2,4,2,2,4,3,4,3,4,3,4,2,5,2,2,5,5,3,5,3,5,0,2,0,1,0,5,3,5,0,5,0,NA,NA,2,2,5,0,5,1,5,0,0,2,5,2,5,1,5,1,20,Female,No,White or Caucasian,4,5,6,Republican,Continue,NA,11,4.578947368,3.909090909,4.8,4,3.6,4.25,4.463414634,3.928571429,3.533333333,1.578947368,2.090909091,0.7,1.2,0.6,0.75,1.536585366,0.857142857,3.2
I understand and agree to continue,5,1,3,2,5,3,4,2,4,1,4,2,5,1,4,1,3,1,3,4,4,3,4,2,4,2,3,3,4,3,5,1,4,1,2,2,5,2,3,2,5,2,4,3,2,5,2,3,4,3,5,1,3,3,3,4,3,3,5,2,5,2,5,0,5,0,5,0,5,0,4,0,5,0,3,0,5,0,5,1,5,1,3,4,3,4,3,3,3,3,3,3,3,4,4,4,3,4,2,2,4,1,4,4,5,1,3,2,3,5,4,3,3,0,3,0,4,0,5,0,3,1,5,0,5,2,4,2,4,1,3,3,5,0,1,3,4,2,5,1,5,2,22,Female,No,White or Caucasian,4,4,4,Democratic,Continue,NA,7,3.947368421,3.727272727,4.7,4,3.6,4.2,4.048780488,3.933333333,3.333333333,1.947368421,2.818181818,0.2,1.6,0.2,1.6,1.756097561,1.133333333,3.133333333
Continue,3,1,2,3,4,2,4,1,3,1,3,4,4,1,4,4,2,3,2,3,4,1,2,3,3,3,0,2,3,2,4,2,4,0,2,0,2,3,3,1,3,0,3,0,2,4,3,1,2,1,4,2,4,2,3,3,3,0,4,0,5,3,5,0,4,0,5,0,5,0,4,0,5,0,4,0,5,0,4,0,5,0,2,4,2,3,3,3,3,2,3,2,1,4,2,4,3,3,2,3,2,3,2,2,4,0,2,3,3,1,4,1,3,0,0,0,0,0,4,0,0,0,5,0,5,3,3,0,5,0,3,0,4,1,0,2,3,3,5,1,5,0,35,Male,No,White or Caucasian,3,3,4,Democratic,Continue,NA,7,2.894736842,3.272727273,4.6,3.4,1.4,4.2,3.414634146,3,2.533333333,2.052631579,1.454545455,0,1.4,0,0.6,1.365853659,0.666666667,2.533333333
Continue,3,1,3,1,4,1,4,1,3,1,3,1,4,1,4,1,2,1,3,2,4,1,3,1,NA,1,3,1,NA,1,3,1,4,1,2,1,3,1,4,2,4,1,3,1,3,1,3,1,3,1,4,1,4,1,3,1,4,2,4,1,3,2,3,1,3,1,4,1,4,1,4,1,4,1,3,0,3,1,3,1,3,1,2,3,2,1,2,2,3,1,2,1,2,2,4,2,3,1,3,1,3,1,3,1,3,1,3,2,4,3,3,1,3,1,3,1,2,0,3,1,3,1,4,1,3,1,3,1,4,1,4,1,4,1,2,1,4,2,4,1,4,2,56,Male,No,White or Caucasian,4,4,4,Independent,Continue,NA,9,3.235294118,3.454545455,3.4,3.6,2.8,3.6,3.358974359,3.333333333,2.8,1.052631579,1.181818182,0.9,1.4,0.8,1,1.073170732,1.066666667,1.533333333
